2023-10-17 00:00:00,10.66,81.71,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:01:00,10.66,81.56,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:02:00,10.66,81.56,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:03:00,10.66,81.57,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:04:00,10.63,81.59,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:05:00,10.63,81.81,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:06:00,10.63,81.86,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:07:00,10.61,81.81,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:08:00,10.64,81.66,0,0,0,0,63,0,0,0,0,0,0.015,0,0.9,12.89,
2023-10-17 00:09:00,10.57,81.74,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:10:00,10.6,81.87,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:11:00,10.6,81.48,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:12:00,10.61,81.68,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:13:00,10.57,81.53,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:14:00,10.57,81.67,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:15:00,10.57,81.55,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:16:00,10.57,81.73,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:17:00,10.59,81.74,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:18:00,10.59,81.57,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:19:00,10.56,81.74,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:20:00,10.59,81.9,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:21:00,10.56,81.91,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:22:00,10.56,81.95,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:23:00,10.56,81.99,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:24:00,10.56,81.88,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:25:00,10.57,81.96,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:26:00,10.59,81.59,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:27:00,10.6,81.71,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:28:00,10.59,81.71,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:29:00,10.59,81.62,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:30:00,10.6,81.41,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:31:00,10.59,81.62,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:32:00,10.59,81.78,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:33:00,10.57,81.86,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:34:00,10.56,81.52,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:35:00,10.55,81.53,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:36:00,10.56,81.77,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:37:00,10.55,81.59,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:38:00,10.52,81.64,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:39:00,10.56,81.88,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:40:00,10.55,81.78,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:41:00,10.52,81.85,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:42:00,10.5,81.84,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:43:00,10.53,81.91,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:44:00,10.55,81.83,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:45:00,10.49,81.76,0,0,0,0,63,0,0,0,0,0,0.015,0,0.9,12.89,
2023-10-17 00:46:00,10.48,81.93,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:47:00,10.43,82.09,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:48:00,10.4,82.29,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
2023-10-17 00:49:00,10.35,82.34,0,0,0,0,63,0,0,0,0,0,0,0,0,12.89,
